-1
Pais,Edad,Nombre,Id
Dominica,807,Nicole Rempel,8668
Denmark,690,Ms. Franz Green,8669
Ghana,976,Mr. Nichole Veum,8670
Ukraine,646,Javon Tromp,8671
Canada,184,Scottie Schoen,8672
Midway Islands,955,Elmo Boyer,8673
Antigua and Barbuda,952,Virgil Homenick V,8674
Maldives,888,Brooks Streich,8675
Guatemala,1,Gianni Hegmann,8676
Vietnam,682,Griffin Huels Sr.,8677
Macedonia,913,Reilly Stark,8678
Angola,107,Destiney Hammes,8679
Luxembourg,803,Schuyler Kunde,8680
Anguilla,103,Chandler Abernathy,8681
Croatia,816,Loy Kris,8682
Congo - Brazzaville,650,Audreanne Dare,8683
Netherlands Antilles,194,Fritz Pfeffer,8684
Barbados,765,Mr. Garrett Maggio,8685
Albania,780,Augustine Berge,8686
Georgia,594,Kay Brown,8687
Estonia,239,Sterling Bauch I,8688
Serbia,252,Ryleigh Schmeler,8689
U.S. Minor Outlying Islands,952,Jakayla Jewess,8690
Macau SAR China,553,Sydnie Braun,8691
Tonga,824,Michel Zboncak,8692
Macau SAR China,192,Merritt Spencer,8693
Cayman Islands,781,Shyanne Yost,8694
Kenya,383,Quinn Wuckert,8695
U.S. Miscellaneous Pacific Islands,738,Merle Ankunding,8696
Nicaragua,815,Cleve Lind,8697
Antigua and Barbuda,119,Albert Moen,8698
Spain,501,Ashtyn Kunze,8699
Nicaragua,25,Brandt Dibbert,8700
Saint Kitts and Nevis,299,Abigail Reynolds,8701
Guam,82,Dr. Johnnie Shanahan,8702
Saint Kitts and Nevis,489,Cassie Blick,8703
Estonia,217,Dwight Hyatt,8704
Tajikistan,826,Gerda Koepp,8705
Serbia,122,Dr. Brennan Schimmel,8706
Cayman Islands,259,Ludwig Zboncak,8707
Libya,483,Nathan Ratke MD,8708
Greenland,759,Myrtice O'Kon,8709
Zimbabwe,352,Hilma Kunde IV,8710
Honduras,979,Elmo Wintheiser,8711
Réunion,0,Lance Schoen,8712
Central African Republic,349,Mr. Cletus Collins,8713
Finland,664,Dr. Rico Jaskolski,8714
Hungary,564,Hailee Ondricka,8715
Aruba,348,Barry Daugherty III,8716
People's Democratic Republic of Yemen,302,Missouri Stark,8717
Mayotte,220,Angelo Tremblay I,8718
Marshall Islands,795,Miss Bradford Lueilwitz,8719
Greenland,860,Maybelle Wolff,8720
Antarctica,665,Adella Hintz,8721
Central African Republic,216,Stefanie Schaden,8722
Dronning Maud Land,924,Arlo Botsford II,8723
Germany,998,Devonte Dare,8724
Serbia,94,Roxane Okuneva,8725
Cook Islands,144,Junius Collier,8726
Isle of Man,683,Lucas Stracke,8727
Turkey,446,Laverna Lindgren,8728
Uganda,278,Vanessa Romaguera,8729
Western Sahara,963,Imelda Nikolaus,8730
Trinidad and Tobago,595,Mable Koelpin,8731
Antigua and Barbuda,422,Arnulfo Luettgen MD,8732
Austria,805,Justyn Ward MD,8733
U.S. Minor Outlying Islands,114,Sabrina Doyle,8734
South Georgia and the South Sandwich Islands,774,Leila Reinger,8735
South Africa,815,Kariane Baumbach,8736
Gibraltar,21,Marc Hodkiewicz,8737
Fiji,835,Hipolito Bernier,8738
Honduras,740,Carroll Leuschke,8739
Neutral Zone,472,Mitchell Schaefer,8740
Austria,565,Percival Weimann,8741
Mexico,64,Kennedi Nikolaus,8742
Norfolk Island,700,Christina Lind,8743
United States,597,Johan Barton,8744
Switzerland,189,Dana Yundt DVM,8745
Antigua and Barbuda,848,Kathleen Feeney,8746
Dronning Maud Land,807,Myron Koepp,8747
Kazakhstan,412,Keenan Heaney,8748
Albania,681,Ashlee Jakubowski,8749
Portugal,108,Taylor Sawayn,8750
Ethiopia,398,Carissa Gerhold,8751
Neutral Zone,912,Laurine Koss I,8752
Andorra,173,Mrs. Mackenzie Emard,8753
Mali,808,Kaylie Wunsch,8754
Colombia,698,Brennan Fadel,8755
Timor-Leste,19,Alva Legros,8756
Uganda,751,Alberto Monahan III,8757
Laos,186,Mariano Reichel,8758
Brunei,266,Dewitt O'Reilly II,8759
Turkmenistan,439,Conrad Lueilwitz,8760
South Georgia and the South Sandwich Islands,541,Katherine Goyette,8761
Israel,533,Mr. Clare Dickens,8762
Russia,690,Kylie Rohan,8763
Vatican City,39,Brianne Morar,8764
Slovenia,768,Kassandra Jenkins,8765
Israel,679,Monroe Vandervort,8766
Cameroon,891,Dane Toy,8767
Jordan,628,Leslie Marks,8768
Bahrain,883,Dr. Tatyana Schiller,8769
Union of Soviet Socialist Republics,423,Rod Yost,8770
Union of Soviet Socialist Republics,248,Dr. Nella Abbott,8771
U.S. Miscellaneous Pacific Islands,640,Dianna Kub,8772
Togo,209,Corine Wisoky,8773
Comoros,105,Louie Block,8774
Taiwan,72,Lora Leuschke Sr.,8775
Samoa,626,Lenore Weimann,8776
El Salvador,615,Hattie Roberts,8777
Congo - Brazzaville,835,Deonte Collins,8778
Singapore,211,Mr. Edyth Satterfield,8779
Dominican Republic,389,Amely Moen,8780
Madagascar,917,Ike Waelchi,8781
Croatia,451,Kaleigh Kassulke,8782
Svalbard and Jan Mayen,916,Ernesto DuBuque,8783
Thailand,824,Taurean O'Kon,8784
Burkina Faso,660,Joel Reichel,8785
Fiji,711,Rosina Halvorson,8786
East Germany,439,Piper Lesch V,8787
Tokelau,589,Lonzo Gislason,8788
Brunei,466,Herbert Koelpin,8789
Chile,379,Bernita Gorczany,8790
Saint Vincent and the Grenadines,740,Ida Witting,8791
Saint Barthélemy,341,Rod Schuppe,8792
Poland,138,Jodie Padberg MD,8793
Venezuela,845,Lincoln Goyette,8794
Andorra,344,Monty Murray,8795
Midway Islands,164,Mrs. Althea Johnson,8796
Burkina Faso,199,Rocky Hegmann II,8797
People's Democratic Republic of Yemen,193,Wyatt Howell IV,8798
Venezuela,346,Hipolito Armstrong,8799
Kuwait,333,Elroy Hettinger,8800
United Arab Emirates,302,Antonio Collins Jr.,8801
Antarctica,422,Arden Thompson,8802
Swaziland,731,Ms. Jamaal Rogahn,8803
Mexico,429,Dr. Jerrold Corwin,8804
Greece,91,Jalyn Muller,8805
Saint Barthélemy,893,Josiane Predovic,8806
Metropolitan France,973,Kiarra Runte,8807
Dronning Maud Land,101,Charley Reichel,8808
Panama Canal Zone,255,Rashad Weissnat,8809
Honduras,762,Joseph Dickens,8810
Panama Canal Zone,945,Mrs. Erwin Tillman,8811
Oman,342,Modesto Purdy,8812
Cyprus,955,Malika Kovacek,8813
Cayman Islands,532,Rick Wolff,8814
French Southern and Antarctic Territories,196,Jayda Jaskolski,8815
Bouvet Island,485,Florine Auer,8816
Canada,919,Ettie Bartell,8817
Sweden,650,Telly Herzog,8818
New Caledonia,748,Dr. Tevin Halvorson,8819
Côte d’Ivoire,308,Otho Ward,8820
Jersey,796,Maximo Fisher,8821
Netherlands,210,Leta Kessler,8822
Malaysia,245,Elenor Purdy,8823
Montserrat,407,Luciano Reichert IV,8824
Sweden,945,Nina Hand,8825
Wake Island,852,Bud Steuber,8826
Mauritius,817,Gerardo Klocko,8827
Montenegro,180,Patsy Windler,8828
Ecuador,29,Dortha Kilback,8829
Finland,961,Clarissa Murazik,8830
Serbia,678,Carroll Kerluke,8831
Montenegro,670,Araceli Hilpert,8832
Marshall Islands,217,Lacey Reichel,8833
Israel,393,Cleo Schaefer,8834
Georgia,699,Jovani Wiegand,8835
Guyana,723,Granville Kilback,8836
Saint Helena,712,Nova Quigley,8837
Congo - Brazzaville,232,Webster Streich,8838
Pacific Islands Trust Territory,444,Hannah Williamson,8839
Maldives,559,Griffin Durgan,8840
Ecuador,757,Candida Dickinson,8841
Algeria,991,Jadyn Sporer,8842
Nepal,572,Annamarie Tremblay,8843
Western Sahara,658,Eduardo Franecki,8844
Gambia,734,Miss Katheryn Zboncak,8845
Guadeloupe,72,Wallace Batz,8846
France,962,Eliezer Murazik,8847
Lithuania,972,Effie Terry IV,8848
Indonesia,762,Nasir Reichel,8849
Heard Island and McDonald Islands,539,Mario Pollich,8850
São Tomé and Príncipe,669,Sunny Romaguera,8851
Panama,642,Dr. Enoch Crist,8852
Sri Lanka,658,Mrs. Esteban Stracke,8853
Wallis and Futuna,982,Miss Tess McDermott,8854
Jersey,605,Lily Sanford,8855
Vatican City,598,Brennon Boyer,8856
France,925,Sanford Schmitt,8857
Greenland,280,Everardo Schmeler,8858
Macau SAR China,380,Ewald Marquardt,8859
Cook Islands,586,Dr. Jewell Ruecker,8860
Armenia,89,Kelsie Ernser,8861
Tuvalu,950,Erin Roob,8862
Guadeloupe,621,Brigitte Russel DVM,8863
French Guiana,124,Cara Herman,8864
Kenya,91,Deontae Daniel,8865
Poland,460,Orville Murray,8866
Botswana,101,Dr. Wallace Runte,8867
Sweden,777,Elinore Williamson,8868
Mauritania,825,Clare Halvorson,8869
Tokelau,733,Austen Bayer,8870
United Kingdom,326,Emmy Cummerata Sr.,8871
Estonia,779,Kaden Mitchell,8872
Cayman Islands,166,Jaclyn Hirthe,8873
Chile,634,Ms. Macy O'Kon,8874
Cocos [Keeling] Islands,247,Marian Frami,8875
Saint Barthélemy,446,Eve Schmeler,8876
Belarus,541,Mr. Jayde Ryan,8877
Bolivia,865,Ona Bogisich,8878
Barbados,565,Maryam Kessler,8879
Ecuador,183,Amya Spencer PhD,8880
North Korea,660,Alden Heller III,8881
Georgia,626,Diana Lebsack,8882
South Africa,382,Ciara Krajcik,8883
Montserrat,69,Amina Metz,8884
Tunisia,673,Kenyatta Crooks,8885
Fiji,455,Houston Russel,8886
Japan,642,Eula Kerluke,8887
Timor-Leste,205,Ms. Lonie Deckow,8888
Luxembourg,940,Dr. Gwendolyn Mante,8889
Kuwait,915,Sincere Lesch,8890
Vietnam,271,Marian Grimes,8891
Saint Lucia,845,Charity Wyman,8892
Dronning Maud Land,12,Mrs. Laney Doyle,8893
Swaziland,190,Luna Gleason,8894
Albania,825,Rocio Durgan,8895
Saudi Arabia,162,Assunta Cassin,8896
Latvia,399,Adela Jenkins Jr.,8897
Guyana,837,Wallace Bode,8898
Hungary,700,Marcel Mraz,8899
Romania,542,Bo Bechtelar,8900
Maldives,543,Lisette Kovacek,8901
Norfolk Island,215,Alvah Leannon,8902
Liechtenstein,676,Alvera Koss,8903
Italy,192,Talon Lakin,8904
São Tomé and Príncipe,398,Alayna Kulas,8905
Bosnia and Herzegovina,322,Ms. Friedrich Ferry,8906
Mexico,809,Valerie Kuhlman,8907
Samoa,55,Ford Williamson,8908
Côte d’Ivoire,452,Marty Moen,8909
Belgium,301,Wendell Pouros,8910
Costa Rica,598,Zena Daniel,8911
Kenya,864,Filomena Huel,8912
Tunisia,865,Melany Macejkovic,8913
France,721,Lukas Legros,8914
China,800,Ervin Langosh,8915
Bosnia and Herzegovina,904,Julius McCullough,8916
Ecuador,361,Dayton Larson,8917
Ecuador,974,Erich Gulgowski,8918
Brunei,649,Mattie Gorczany,8919
Mayotte,637,Torey Turner,8920
East Germany,464,Nikita Ratke,8921
Nepal,553,Wilhelm Anderson,8922
Oman,365,Mrs. Jason Bahringer,8923
Eritrea,799,Damien Schowalter,8924
Union of Soviet Socialist Republics,7,Elise Pollich,8925
Liberia,752,Tomasa Nolan,8926
Liechtenstein,401,Christiana Gerhold,8927
Ireland,518,Monroe Ratke,8928
Réunion,778,Mrs. Zackary McLaughlin,8929
Kazakhstan,218,Delphia Swaniawski,8930
Palau,152,Flavie Koelpin,8931
Venezuela,619,Ocie Yost,8932
Eritrea,417,Amy Kihn,8933
Taiwan,380,Wilhelmine Cremin,8934
United Kingdom,151,Lisandro Nader I,8935
Lebanon,652,Enoch Schulist,8936
Yemen,646,Miss Shemar Stiedemann,8937
Trinidad and Tobago,619,Scarlett Batz II,8938
Chad,59,Pablo Johns,8939
Italy,379,Terrell Smitham,8940
South Korea,302,Dr. Emmett Ondricka,8941
Angola,444,Ms. Bennie Jerde,8942
Wake Island,480,Ashley Kuhn,8943
Saint Martin,113,Dr. Stephon Feil,8944
Bolivia,853,Hailie Schultz,8945
Kuwait,25,Ms. Letha Will,8946
North Vietnam,433,Miss Alan Carroll,8947
Wake Island,261,Isaiah Jacobi,8948
Nicaragua,709,Alec Kling,8949
Grenada,808,Helen Mills,8950
Nauru,769,Linwood Robel III,8951
Bahamas,353,Timmy Renner,8952
Pakistan,259,Meta Harber,8953
Tonga,698,Scotty Boehm,8954
Czech Republic,130,Nicolas Turner,8955
Iceland,378,Miss Kennedi Kohler,8956
British Indian Ocean Territory,184,Ally Bailey,8957
Spain,856,Larissa Dooley,8958
People's Democratic Republic of Yemen,609,Queenie Kutch,8959
China,429,Zoila Adams,8960
São Tomé and Príncipe,188,Daija Jerde,8961
Serbia,785,Mrs. Kory Leffler,8962
Dronning Maud Land,475,Giovanny Will,8963
Barbados,35,Luigi Wiegand MD,8964
Grenada,640,Carolina VonRueden,8965
Vatican City,648,Fern Homenick,8966
Bouvet Island,619,Dr. Arnaldo Welch,8967
Uzbekistan,516,Beulah Krajcik,8968
Senegal,538,Dr. Garnett Bode,8969
Canada,147,Santiago Graham,8970
Slovenia,309,Athena Pfannerstill Sr.,8971
Cambodia,182,Ona Runte,8972
Haiti,833,Kellen Walsh,8973
Chile,699,Shyann Grant,8974
Suriname,294,Sigmund Oberbrunner,8975
Malaysia,803,Montana Bosco Sr.,8976
Dronning Maud Land,486,Jaime Schulist,8977
Burundi,860,Rupert McGlynn,8978
Liechtenstein,70,Lucio Mante,8979
Haiti,700,Allan Graham,8980
Macedonia,837,Dolly Smitham II,8981
Seychelles,957,Rose Ferry DDS,8982
Nepal,574,Lolita Dickens,8983
Botswana,41,Missouri Hirthe DVM,8984
Mauritius,575,Ms. Cindy Carter,8985
Turks and Caicos Islands,355,Keshaun Schumm III,8986
Gambia,284,Deanna Abbott,8987
Thailand,284,Verdie Kunze DVM,8988
Andorra,843,Bianka Hoeger,8989
Åland Islands,291,Icie Macejkovic,8990
Greece,143,Scot Tremblay,8991
New Zealand,471,Elise Pfeffer II,8992
Turkmenistan,634,Eudora Bogan,8993
Estonia,723,Rubie Kilback,8994
Pakistan,267,Yolanda Fisher,8995
Kyrgyzstan,859,Miss Michale Schoen,8996
Myanmar [Burma],456,Charlie Douglas,8997
Singapore,70,Leopoldo Price,8998
Seychelles,392,Colten Cassin,8999
Portugal,924,Stella Becker II,9000
Iraq,822,Ms. Lauryn Kautzer,9001
Tanzania,815,Mr. Antoinette White,9002
Gambia,391,Weston Kautzer,9003
Mali,925,Chasity Sporer,9004
Pacific Islands Trust Territory,632,Ursula McDermott,9005
Hungary,792,Chet Turner,9006
Papua New Guinea,124,Mrs. Merle Walker,9007
San Marino,539,Leda Renner I,9008
Guadeloupe,326,Della Jast,9009
Antigua and Barbuda,194,Joanny Gleason V,9010
United Arab Emirates,929,Marty Heaney,9011
Niger,454,Bella Grant,9012
Réunion,849,Breana Frami,9013
Turks and Caicos Islands,758,Vernice Kohler,9014
United Arab Emirates,392,Dr. Max Moen,9015
Antarctica,359,Felipa Glover,9016
Mauritania,982,Katelyn Nicolas,9017
Swaziland,721,Jordan Torphy,9018
Western Sahara,366,Osvaldo Gleichner,9019
Slovakia,626,Royce Zieme,9020
Czech Republic,585,Gerda Macejkovic,9021
Liberia,171,Shirley Sawayn,9022
Cape Verde,605,Kaleigh Lowe,9023
Guam,254,Berniece Bosco,9024
Algeria,838,Brisa Glover,9025
Wallis and Futuna,522,Nathan Sawayn,9026
Malaysia,961,Herbert Huels,9027
Togo,438,Brody Koepp,9028
Czech Republic,190,Roscoe Satterfield,9029
Pitcairn Islands,82,Hoyt Denesik,9030
Svalbard and Jan Mayen,284,Rodger Lowe,9031
Bouvet Island,732,Linnea Wolf,9032
Israel,560,Philip King,9033
Belize,17,Maximillia Padberg,9034
Dominica,963,Martine Towne,9035
United States,859,Mr. Sydnee Emard,9036
Colombia,256,Luna Zulauf,9037
Norway,42,Kendra Frami I,9038
Comoros,39,Modesta Harber,9039
Chile,572,Carol Morar,9040
Vietnam,608,Braden Hirthe,9041
Aruba,802,Jalyn Schultz,9042
Brunei,398,Ethelyn Shanahan,9043
São Tomé and Príncipe,456,Dortha Mayer,9044
Syria,493,Guadalupe Rolfson,9045
Belize,735,Lowell Block PhD,9046
Georgia,939,Evie Fadel,9047
Norway,508,Zoie Harris,9048
Guernsey,773,Josie Blanda,9049
Uganda,837,Noelia Hermann,9050
Comoros,837,Carlee Hammes,9051
Uganda,403,Nyah Schamberger PhD,9052
Tokelau,325,Clemmie Kreiger,9053
Montserrat,984,Arno Nader III,9054
Puerto Rico,687,Miss Alison McCullough,9055
Trinidad and Tobago,219,Ms. Kayley Schuppe,9056
Cuba,359,Ayden Romaguera,9057
Lesotho,887,Rebekah McKenzie,9058
Saudi Arabia,163,Flossie Stokes,9059
Marshall Islands,240,Frances Schimmel,9060
Western Sahara,412,Julius Harris,9061
Cameroon,514,Kathryn Hermann,9062
Djibouti,310,Kane Fahey,9063
Burkina Faso,313,Nestor Weber,9064
Puerto Rico,860,Ms. Kiara Jaskolski,9065
Finland,599,Annamae Nikolaus,9066
North Korea,380,Keara Balistreri,9067
Serbia,712,Dave Ullrich,9068
United States,297,Jarvis Sauer,9069
Serbia and Montenegro,487,Alicia Mayert II,9070
Nigeria,798,Oren Kassulke,9071
Rwanda,381,Ms. Rigoberto Jacobson,9072
Moldova,707,Art Kuhic,9073
Slovenia,361,Alex Gottlieb,9074
Japan,677,Laurianne Cremin,9075
French Southern Territories,448,Clay Schinner,9076
Gibraltar,362,Glenda Miller,9077
Guinea,645,Frederik Morar,9078
Benin,934,Amos Wuckert,9079
Botswana,575,Luna Schuppe,9080
Christmas Island,953,Nyasia Mraz,9081
Saint Lucia,516,Madilyn Wintheiser,9082
Palau,448,Chaim Mayert,9083
Sierra Leone,21,Isadore Bayer,9084
Vanuatu,628,Dr. Jess Rowe,9085
Somalia,390,Aric Heathcote,9086
Libya,935,Ms. Dexter Runolfsdottir,9087
Australia,599,Salma Schroeder V,9088
Switzerland,142,Molly Jakubowski,9089
Jersey,113,Aliza Bins,9090
Wake Island,245,Novella Mosciski Jr.,9091
Armenia,51,Jaime Cassin,9092
Ireland,686,Dominique Padberg,9093
France,291,Valentin Hettinger,9094
Iraq,519,Melissa Cremin,9095
Solomon Islands,927,Mrs. Mozell Weber,9096
Saint Pierre and Miquelon,575,Macey Harvey,9097
China,9,Opal Koelpin,9098
Antigua and Barbuda,562,Margarett Oberbrunner,9099
Slovenia,709,Terrill Deckow MD,9100
China,305,Johanna Beahan,9101
Italy,865,Elyssa Murphy,9102
Metropolitan France,25,Ana Steuber,9103
Dominican Republic,412,Dina Hessel,9104
Seychelles,591,Russel Steuber,9105
Netherlands,702,Joany Hoeger,9106
Rwanda,181,Rhianna Boehm,9107
Serbia,781,Michaela Bednar,9108
New Zealand,111,Ephraim Schumm,9109
Cameroon,706,Madeline Barton III,9110
Costa Rica,589,Elna Murray DVM,9111
Micronesia,650,Timmothy Rodriguez,9112
Jamaica,817,Brant Gleason,9113
Andorra,280,Beth Franecki,9114
Sweden,898,Ms. Quinn Turcotte,9115
Mayotte,44,Lydia Legros,9116
Angola,723,Adele Carter,9117
Serbia and Montenegro,221,Baylee Christiansen,9118
Guyana,784,Meagan Mayert,9119
Bahrain,874,Tressa Doyle,9120
Namibia,551,Wilbert Sawayn,9121
Palestinian Territories,717,Kirstin Schmeler,9122
Mali,59,Mr. Brett Gerlach,9123
Tajikistan,279,Paolo Satterfield,9124
Côte d’Ivoire,651,Alvina Osinski Jr.,9125
Saint Kitts and Nevis,652,Dr. Clovis Gibson,9126
Romania,602,Afton Kuvalis,9127
Honduras,703,Kali Reichel,9128
Bangladesh,50,Irwin Cummings,9129
Paraguay,474,Art Reinger,9130
Neutral Zone,546,Hazel Johnston,9131
French Polynesia,794,Dr. Therese Eichmann,9132
Norway,569,Chaim Goldner,9133
Malaysia,197,Everette Tremblay,9134
Niue,640,Esteban Metz,9135
Nicaragua,432,Christine Mohr,9136
Puerto Rico,13,Enola Kiehn,9137
Vanuatu,688,Bud Sauer,9138
Puerto Rico,346,Kallie Daniel,9139
British Virgin Islands,635,Geoffrey Shields,9140
French Southern and Antarctic Territories,587,Hardy Wuckert,9141
Malaysia,124,Dr. Major Graham,9142
Belgium,654,Joy Huel,9143
Montenegro,373,Miss Linnea Aufderhar,9144
Nepal,984,Ms. Ansel McCullough,9145
Dronning Maud Land,69,Savanah Cormier,9146
Tajikistan,821,Cade Howell,9147
Macedonia,111,Janie Casper,9148
Spain,244,Eloise Runolfsson,9149
Slovakia,42,Rodrigo Grimes,9150
Namibia,211,Tiffany Rowe,9151
Thailand,115,Cordie Fahey,9152
Kyrgyzstan,646,Felicia Senger,9153
Sri Lanka,15,Gerson Heidenreich,9154
Pacific Islands Trust Territory,287,Tito Schoen PhD,9155
Faroe Islands,953,Mrs. Heloise Schowalter,9156
Saint Helena,888,Cristian Stracke,9157
Zimbabwe,893,Euna Ritchie PhD,9158
Suriname,192,Rosetta Hyatt,9159
Cameroon,888,Soledad Dare,9160
Guatemala,876,Mrs. Destinee Lindgren,9161
Gabon,224,Miss Lupe Fahey,9162
Dominican Republic,216,Lee Wilkinson,9163
Uganda,996,Rhett McKenzie,9164
Croatia,228,Marjory Ruecker,9165
Cyprus,68,Kiarra Gottlieb,9166
Zimbabwe,332,Wanda Halvorson,9167
Uganda,440,Raegan Bruen,9168
Guyana,971,Curt O'Conner,9169
Slovenia,149,Andy Kunze,9170
Pacific Islands Trust Territory,705,Oscar Kirlin V,9171
El Salvador,604,Mrs. Lewis Kub,9172
Gabon,329,Shane Zulauf,9173
Taiwan,243,Ardella Langosh,9174
Brazil,923,Ashlee Tremblay,9175
Uzbekistan,800,Emerald Dibbert PhD,9176
Australia,691,Cory Veum,9177
Saint Helena,109,Edythe Paucek,9178
Philippines,452,Vilma Reilly,9179
Suriname,321,Dena Renner,9180
Uruguay,300,Jarod Steuber DDS,9181
Wallis and Futuna,183,Flossie Schneider,9182
Martinique,208,Tara Lind,9183
French Southern and Antarctic Territories,967,Tito Nienow,9184
Nigeria,627,Einar Rodriguez,9185
Austria,723,Kenton Johns,9186
Jordan,34,Fiona White,9187
Brunei,744,Barton Kirlin,9188
Cuba,710,Travon Orn,9189
Trinidad and Tobago,677,Clare Marvin,9190
People's Democratic Republic of Yemen,781,Heather Green,9191
Antarctica,55,Shanel Haag,9192
United States,509,Abel Kihn,9193
Croatia,597,Keshaun Wisoky,9194
Neutral Zone,221,Joana Jones,9195
Serbia and Montenegro,94,Eleonore Heathcote Jr.,9196
Estonia,836,Viola McCullough II,9197
Somalia,410,Caden Orn,9198
Norfolk Island,61,Carolanne Welch,9199
Maldives,575,Isaiah Kshlerin,9200
Albania,500,Mrs. Helmer Adams,9201
East Germany,509,Della Murray,9202
French Southern Territories,523,Jed Christiansen,9203
Togo,478,Mary Konopelski,9204
Åland Islands,342,Mrs. Julio Dickinson,9205
Comoros,287,Alyce Grady,9206
Afghanistan,685,Miss Kaleb Parisian,9207
Netherlands,131,Bell Watsica,9208
Sudan,35,Jaida Yost,9209
Vatican City,289,Leonor Okuneva IV,9210
Switzerland,875,Orie Wyman MD,9211
United Kingdom,803,Taurean Gibson,9212
Taiwan,889,Hubert Boyle,9213
Saint Lucia,617,Jordy Hills,9214
Peru,970,Alisa Nikolaus IV,9215
Serbia,453,Godfrey Dibbert,9216
Turks and Caicos Islands,780,Gilberto Bradtke,9217
Japan,391,Brandon Gottlieb,9218
Benin,303,Hester Hintz,9219
Ireland,842,Kody Kilback,9220
Philippines,623,Frederic Kilback,9221
Aruba,696,Dorcas Stamm,9222
Liberia,315,Lewis Ferry,9223
Belgium,801,Mr. Jeremie Dicki,9224
Chad,396,Jazmyn Brown Jr.,9225
Malaysia,329,Craig Goyette Sr.,9226
Samoa,967,Joe Runte,9227
Macedonia,251,Maud Herman DDS,9228
Bangladesh,33,Jade Mante,9229
Greenland,806,Mr. Alvah Williamson,9230
Martinique,73,Shawna Daugherty PhD,9231
Nigeria,167,Miss Herman Bahringer,9232
Venezuela,394,Lauretta Ullrich,9233
Guinea,153,Miracle Harris,9234
Ecuador,335,Assunta Hagenes,9235
Kuwait,280,Amparo Stehr V,9236
Netherlands Antilles,273,Ms. Magdalena Howell,9237
Cuba,228,Amir Mosciski,9238
Haiti,673,Gunner Berge,9239
Paraguay,985,Dr. Stacy Bailey,9240
Solomon Islands,28,Emile Nolan,9241
Nepal,704,Cordia Beatty,9242
Egypt,414,Dewayne Osinski,9243
Metropolitan France,862,Mr. Joanie Lynch,9244
Mongolia,558,Jennyfer Franecki PhD,9245
Brazil,44,Ignatius Stokes,9246
Estonia,473,Loyal Herzog,9247
Mauritania,51,Carolanne Brakus,9248
Guyana,758,Gabriel Mayer,9249
Bermuda,125,Miss Judy Hessel,9250
Guam,439,Breanna Olson,9251
Barbados,411,Clovis Senger,9252
Liberia,940,Torey Padberg III,9253
Madagascar,987,Asha Cremin,9254
Australia,739,Imelda Miller,9255
Turkmenistan,575,Karlee Labadie,9256
Congo - Kinshasa,780,Leonardo Cummings,9257
Saudi Arabia,269,Percival Hansen,9258
Panama Canal Zone,541,Buster Carroll,9259
Gabon,835,Gabriella Hermiston,9260
Belgium,175,Rebeka Predovic,9261
Latvia,740,Lindsay Nader DVM,9262
Libya,108,Jefferey Huels,9263
British Indian Ocean Territory,179,Jordane Hamill,9264
Trinidad and Tobago,247,Austyn Hegmann,9265
Russia,538,Ms. Nikki Bogisich,9266
Norway,170,Hardy Welch,9267
India,238,Amos Little,9268
Equatorial Guinea,373,Obie Kub,9269
Estonia,510,Sincere Predovic,9270
Colombia,704,Erich Hegmann,9271
Latvia,479,Jacklyn Reilly,9272
Fiji,522,Stephanie Dooley,9273
Belize,800,Mrs. Mattie Schroeder,9274
Uganda,451,Heath King,9275
Ukraine,293,Reta Wyman,9276
Comoros,40,Cortez Wisozk,9277
Turkmenistan,414,Nat Feeney Jr.,9278
Suriname,462,Samson Gutkowski,9279
Vatican City,73,Dr. Candida Barton,9280
Belize,48,Garth Pfeffer MD,9281
Samoa,663,Ms. Lauryn West,9282
South Korea,89,Mr. Dewitt Swaniawski,9283
Greenland,549,Hector Murphy,9284
Turks and Caicos Islands,540,Jakob McKenzie,9285
Singapore,468,Felicia Treutel,9286
Venezuela,191,Jefferey Wuckert,9287
Tunisia,202,Jackson Mertz,9288
Iceland,827,Ms. Fletcher Kautzer,9289
Slovakia,756,Adan Schulist,9290
United States,136,Maya Dach,9291
South Korea,249,Aniyah Jacobi,9292
Palau,313,Carolyne Borer,9293
British Virgin Islands,705,Colin Wiegand IV,9294
Moldova,741,Gerda Wunsch,9295
Bhutan,167,Florida Rosenbaum,9296
Lesotho,61,Stanley Toy,9297
Bahrain,775,Forest Purdy,9298
Nigeria,127,Gavin Brakus,9299
China,584,Cornell Dooley Jr.,9300
Azerbaijan,821,Arianna Breitenberg,9301
Uruguay,859,Kiana Kling,9302
Zimbabwe,675,Mabel Wisozk PhD,9303
Union of Soviet Socialist Republics,112,Archibald Gottlieb,9304
Greece,733,Rollin Stiedemann,9305
French Southern and Antarctic Territories,991,Curtis Sawayn,9306
U.S. Minor Outlying Islands,523,Dasia Gaylord,9307
Madagascar,877,Robyn Sipes,9308
Congo - Brazzaville,659,Rico Brekke,9309
Rwanda,590,Ms. Chauncey Koch,9310
Fiji,928,Carole Ritchie I,9311
North Korea,98,Lessie Kautzer,9312
Honduras,968,Jaron Deckow,9313
Bolivia,861,Miss Lily Murphy,9314
Netherlands,481,Gay Rippin,9315
Svalbard and Jan Mayen,234,Ludwig Cormier,9316
Solomon Islands,488,Kathryn Yost,9317
Saint Helena,880,Dr. Leonora Predovic,9318
Latvia,824,Coty Funk I,9319
Oman,293,Caesar Mertz,9320
Central African Republic,523,Mia Cremin,9321
